model_name;model_upload_date;total_b_params;model_type;architectures;num_layers;hidden_size;num_attention_heads;num_key_value_heads;intermediate_size;vocab_size;max_sequence_length;attention_implementation;torch_dtype;rope_theta;pad_token_id;bos_token_id;eos_token_id;tie_word_embeddings;max_position_embeddings;num_hidden_layers;use_sliding_window;sliding_window;max_window_layers;hidden_act;initializer_range;rms_norm_eps;use_cache;rope_scaling;attention_dropout;layer_types;return_dict;output_hidden_states;torchscript;dtype;pruned_heads;chunk_size_feed_forward;is_encoder_decoder;is_decoder;cross_attention_hidden_size;add_cross_attention;tie_encoder_decoder;finetuning_task;id2label;label2id;task_specific_params;problem_type;tokenizer_class;prefix;sep_token_id;decoder_start_token_id;max_length;min_length;do_sample;early_stopping;num_beams;temperature;top_k;top_p;typical_p;repetition_penalty;length_penalty;no_repeat_ngram_size;encoder_no_repeat_ngram_size;bad_words_ids;num_return_sequences;output_scores;return_dict_in_generate;forced_bos_token_id;forced_eos_token_id;remove_invalid_values;exponential_decay_length_penalty;suppress_tokens;begin_suppress_tokens;num_beam_groups;diversity_penalty;_name_or_path;transformers_version;use_mrope;tf_legacy_loss;use_bfloat16;output_attentions;active_b_params;n_positions;n_embd;n_layer;n_head;n_inner;activation_function;resid_pdrop;embd_pdrop;attn_pdrop;layer_norm_epsilon;summary_type;summary_use_proj;summary_activation;summary_first_dropout;summary_proj_to_labels;scale_attn_weights;scale_attn_by_inverse_layer_idx;reorder_and_upcast_attn;n_ctx;head_dim;norm_eps;partial_rotary_factor;attention_bias;mlp_bias;kv_channels;pretraining_tp;clip_qkv;num_experts_per_tok;num_experts;output_router_logits;router_aux_loss_coef;norm_topk_prob;cache_implementation;hidden_activation;query_pre_attn_scalar;final_logit_softcapping;attn_logit_softcapping;lm_head_bias;num_local_experts;router_jitter_noise;input_jitter_noise;auto_map;expert_dropout;hidden_dropout;use_mambapy;state_size;conv_kernel;expand;use_bias;use_conv_bias;time_step_rank;time_step_scale;time_step_min;time_step_max;time_step_init_scheme;time_step_floor;rescale_prenorm_residual;residual_in_fp32;use_falcon_mambapy;mixer_rms_eps;embedding_multiplier;logits_scaling;residual_multiplier;attention_multiplier;transformers.js_config;original_max_position_embeddings;experts_per_token;initial_context_length;quantization_config;swiglu_limit;bias;attn_implementation;layer_norm_eps;qk_layernorm;position_embedding_type;rotary_dim;gradient_checkpointing;rotary;activation;text_config;vision_config;mm_tokens_per_image;boi_token_index;eoi_token_index;image_token_index;moe_intermediate_size;n_shared_experts;n_routed_experts;moe_layer_freq;first_k_dense_replace;scoring_func;aux_loss_alpha;seq_aux;bskcn_1;bskcn_2;bskcn_3;bskcn_4;bskcn_tv;decoder_sparse_step;shared_expert_intermediate_size;mlp_only_layers;qkv_bias;hybrid_override_pattern;mlp_hidden_act;num_logits_to_keep;use_mamba_kernels;n_groups;mamba_head_dim;ssm_state_size;mamba_num_heads;mamba_hidden_act;time_step_limit;mamba_proj_bias;chunk_size;moe_shared_expert_intermediate_size;routed_scaling_factor;n_group;topk_group;mamba_ssm_cache_dtype;attention_probs_dropout_prob;hidden_dropout_prob;rotary_pct;rotary_emb_base;classifier_dropout;use_parallel_residual
mlabonne/NeuralBeagle14-7B;2024-03-04 15:18:05+00:00;7.0;mistral;['MistralForCausalLM'];32;4096;32.0;8.0;14336.0;32000;32768.0;default;N/A;10000.0;;1.0;2;FALSE;32768.0;32.0;;4096.0;;silu;0.02;1E-05;FALSE;;0.0;;TRUE;FALSE;FALSE;float16;{};0;FALSE;FALSE;;FALSE;FALSE;;{0: 'LABEL_0', 1: 'LABEL_1'};{'LABEL_0': 0, 'LABEL_1': 1};;;;;;;20;0;FALSE;FALSE;1;1.0;50;1.0;1.0;1.0;1.0;0;0;;1;FALSE;FALSE;;;FALSE;;;;1;0.0;mlabonne/NeuralBeagle14-7B;4.57.6;;FALSE;FALSE;FALSE;7.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Qwen/Qwen2.5-1.5B-Instruct;2024-09-25 12:32:50+00:00;1.54;qwen2;['Qwen2ForCausalLM'];28;1536;12.0;2.0;8960.0;151936;32768.0;default;N/A;1000000.0;;151643.0;151645;TRUE;32768.0;28.0;FALSE;;21.0;silu;0.02;1E-06;TRUE;;0.0;['full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention'];TRUE;FALSE;FALSE;bfloat16;{};0;FALSE;FALSE;;FALSE;FALSE;;{0: 'LABEL_0', 1: 'LABEL_1'};{'LABEL_0': 0, 'LABEL_1': 1};;;;;;;20;0;FALSE;FALSE;1;1.0;50;1.0;1.0;1.0;1.0;0;0;;1;FALSE;FALSE;;;FALSE;;;;1;0.0;Qwen/Qwen2.5-1.5B-Instruct;4.57.6;;FALSE;FALSE;FALSE;1.54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nvidia/Mistral-NeMo-Minitron-8B-Instruct;2024-10-09 22:44:46+00:00;8.0;mistral;['MistralForCausalLM'];40;4096;32.0;8.0;11520.0;131072;8192.0;default;N/A;1000000.0;;1.0;2;FALSE;8192.0;40.0;;;;silu;0.02;1E-05;TRUE;;0.0;;TRUE;FALSE;FALSE;bfloat16;{};0;FALSE;FALSE;;FALSE;FALSE;;{0: 'LABEL_0', 1: 'LABEL_1'};{'LABEL_0': 0, 'LABEL_1': 1};;;;;;;20;0;FALSE;FALSE;1;1.0;50;1.0;1.0;1.0;1.0;0;0;;1;FALSE;FALSE;;;FALSE;;;;1;0.0;nvidia/Mistral-NeMo-Minitron-8B-Instruct;4.57.6;;FALSE;FALSE;FALSE;8.0;;;;;;;;;;;;;;;;;;;;128.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;silu;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Qwen/Qwen2.5-7B-Instruct;2025-01-12 02:10:10+00:00;7.62;qwen2;['Qwen2ForCausalLM'];28;3584;28.0;4.0;18944.0;152064;32768.0;default;N/A;1000000.0;;151643.0;151645;FALSE;32768.0;28.0;FALSE;;28.0;silu;0.02;1E-06;TRUE;;0.0;['full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention'];TRUE;FALSE;FALSE;bfloat16;{};0;FALSE;FALSE;;FALSE;FALSE;;{0: 'LABEL_0', 1: 'LABEL_1'};{'LABEL_0': 0, 'LABEL_1': 1};;;;;;;20;0;FALSE;FALSE;1;1.0;50;1.0;1.0;1.0;1.0;0;0;;1;FALSE;FALSE;;;FALSE;;;;1;0.0;Qwen/Qwen2.5-7B-Instruct;4.57.6;;FALSE;FALSE;FALSE;7.62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
allenai/OLMo-2-1124-13B-Instruct;2025-01-06 01:02:18+00:00;14.0;olmo2;['Olmo2ForCausalLM'];40;5120;40.0;40.0;13824.0;100352;4096.0;default;N/A;500000.0;100277.0;;100257;FALSE;4096.0;40.0;;;;silu;0.02;1E-06;FALSE;;0.0;;TRUE;FALSE;FALSE;bfloat16;{};0;FALSE;FALSE;;FALSE;FALSE;;{0: 'LABEL_0', 1: 'LABEL_1'};{'LABEL_0': 0, 'LABEL_1': 1};;;;;;;20;0;FALSE;FALSE;1;1.0;50;1.0;1.0;1.0;1.0;0;0;;1;FALSE;FALSE;;;FALSE;;;;1;0.0;allenai/OLMo-2-1124-13B-Instruct;4.57.6;;FALSE;FALSE;FALSE;14.0;;;;;;;;;;;;;;;;;;;;;;;FALSE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
microsoft/phi-4;2025-11-24 16:57:37+00:00;14.7;phi3;['Phi3ForCausalLM'];40;5120;40.0;10.0;17920.0;100352;16384.0;default;N/A;250000.0;100349.0;100257.0;100265;FALSE;16384.0;40.0;;;;silu;0.02;1E-05;TRUE;;0.0;;TRUE;FALSE;FALSE;bfloat16;{};0;FALSE;FALSE;;FALSE;FALSE;;{0: 'LABEL_0', 1: 'LABEL_1'};{'LABEL_0': 0, 'LABEL_1': 1};;;;;;;20;0;FALSE;FALSE;1;1.0;50;1.0;1.0;1.0;1.0;0;0;;1;FALSE;FALSE;;;FALSE;;;;1;0.0;microsoft/phi-4;4.57.6;;FALSE;FALSE;FALSE;14.7;;;;;;;0.0;0.0;;;;;;;;;;;;;;1.0;FALSE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16384.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
meta-llama/Llama-2-13b-chat-hf;2024-04-17 08:40:58+00:00;13.0;llama;['LlamaForCausalLM'];40;5120;40.0;40.0;13824.0;32000;4096.0;default;N/A;10000.0;;1.0;2;FALSE;4096.0;40.0;;;;silu;0.02;1E-05;TRUE;;0.0;;TRUE;FALSE;FALSE;float16;{};0;FALSE;FALSE;;FALSE;FALSE;;{0: 'LABEL_0', 1: 'LABEL_1'};{'LABEL_0': 0, 'LABEL_1': 1};;;;;;;20;0;FALSE;FALSE;1;1.0;50;1.0;1.0;1.0;1.0;0;0;;1;FALSE;FALSE;;;FALSE;;;;1;0.0;meta-llama/Llama-2-13b-chat-hf;4.57.6;;FALSE;FALSE;FALSE;13.0;;;;;;;;;;;;;;;;;;;;128.0;;;FALSE;FALSE;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Qwen/Qwen3-14B;2025-07-26 03:49:23+00:00;14.0;qwen3;['Qwen3ForCausalLM'];40;5120;40.0;8.0;17408.0;151936;40960.0;default;N/A;1000000.0;;151643.0;151645;FALSE;40960.0;40.0;FALSE;;40.0;silu;0.02;1E-06;TRUE;;0.0;['full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention'];TRUE;FALSE;FALSE;bfloat16;{};0;FALSE;FALSE;;FALSE;FALSE;;{0: 'LABEL_0', 1: 'LABEL_1'};{'LABEL_0': 0, 'LABEL_1': 1};;;;;;;20;0;FALSE;FALSE;1;1.0;50;1.0;1.0;1.0;1.0;0;0;;1;FALSE;FALSE;;;FALSE;;;;1;0.0;Qwen/Qwen3-14B;4.57.6;;FALSE;FALSE;FALSE;14.0;;;;;;;;;;;;;;;;;;;;128.0;;;FALSE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
google/gemma-3-12b-it;2025-03-21 20:28:56+00:00;12.0;gemma3;['Gemma3ForConditionalGeneration'];48;3840;16.0;8.0;15360.0;262208;131072.0;default;N/A;;;;[1, 106];TRUE;;;;;;;0.02;;;;;;TRUE;FALSE;FALSE;bfloat16;{};0;FALSE;FALSE;;FALSE;FALSE;;{0: 'LABEL_0', 1: 'LABEL_1'};{'LABEL_0': 0, 'LABEL_1': 1};;;;;;;20;0;FALSE;FALSE;1;1.0;50;1.0;1.0;1.0;1.0;0;0;;1;FALSE;FALSE;;;FALSE;;;;1;0.0;google/gemma-3-12b-it;4.57.6;;FALSE;FALSE;FALSE;12.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;{'return_dict': True, 'output_hidden_states': False, 'torchscript': False, 'dtype': None, 'pruned_heads': {}, 'tie_word_embeddings': True, 'chunk_size_feed_forward': 0, 'is_encoder_decoder': False, 'is_decoder': False, 'cross_attention_hidden_size': None, 'add_cross_attention': False, 'tie_encoder_decoder': False, 'architectures': None, 'finetuning_task': None, 'id2label': {0: 'LABEL_0', 1: 'LABEL_1'}, 'label2id': {'LABEL_0': 0, 'LABEL_1': 1}, 'task_specific_params': None, 'problem_type': None, 'tokenizer_class': None, 'prefix': None, 'bos_token_id': 2, 'pad_token_id': 0, 'eos_token_id': 1, 'sep_token_id': None, 'decoder_start_token_id': None, 'max_length': 20, 'min_length': 0, 'do_sample': False, 'early_stopping': False, 'num_beams': 1, 'temperature': 1.0, 'top_k': 50, 'top_p': 1.0, 'typical_p': 1.0, 'repetition_penalty': 1.0, 'length_penalty': 1.0, 'no_repeat_ngram_size': 0, 'encoder_no_repeat_ngram_size': 0, 'bad_words_ids': None, 'num_return_sequences': 1, 'output_scores': False, 'return_dict_in_generate': False, 'forced_bos_token_id': None, 'forced_eos_token_id': None, 'remove_invalid_values': False, 'exponential_decay_length_penalty': None, 'suppress_tokens': None, 'begin_suppress_tokens': None, 'num_beam_groups': 1, 'diversity_penalty': 0.0, '_name_or_path': '', 'model_type': 'gemma3_text', 'tf_legacy_loss': False, 'use_bfloat16': False, 'vocab_size': 262208, 'max_position_embeddings': 131072, 'hidden_size': 3840, 'intermediate_size': 15360, 'num_hidden_layers': 48, 'num_attention_heads': 16, 'head_dim': 256, 'num_key_value_heads': 8, 'initializer_range': 0.02, 'rms_norm_eps': 1e-06, 'use_cache': True, 'rope_theta': 1000000.0, 'attention_bias': False, 'attention_dropout': 0.0, 'hidden_activation': 'gelu_pytorch_tanh', 'query_pre_attn_scalar': 256, 'sliding_window': 1024, 'final_logit_softcapping': None, 'attn_logit_softcapping': None, 'layer_types': ['sliding_attention', 'sliding_attention', 'sliding_attention', 'sliding_attention', 'sliding_attention', 'full_attention', 'sliding_attention', 'sliding_attention', 'sliding_attention', 'sliding_attention', 'sliding_attention', 'full_attention', 'sliding_attention', 'sliding_attention', 'sliding_attention', 'sliding_attention', 'sliding_attention', 'full_attention', 'sliding_attention', 'sliding_attention', 'sliding_attention', 'sliding_attention', 'sliding_attention', 'full_attention', 'sliding_attention', 'sliding_attention', 'sliding_attention', 'sliding_attention', 'sliding_attention', 'full_attention', 'sliding_attention', 'sliding_attention', 'sliding_attention', 'sliding_attention', 'sliding_attention', 'full_attention', 'sliding_attention', 'sliding_attention', 'sliding_attention', 'sliding_attention', 'sliding_attention', 'full_attention', 'sliding_attention', 'sliding_attention', 'sliding_attention', 'sliding_attention', 'sliding_attention', 'full_attention'], 'use_bidirectional_attention': False, 'rope_local_base_freq': 10000.0, 'rope_scaling': {'factor': 8.0, 'rope_type': 'linear'}, '_sliding_window_pattern': 6, 'output_attentions': False};{'return_dict': True, 'output_hidden_states': False, 'torchscript': False, 'dtype': None, 'pruned_heads': {}, 'tie_word_embeddings': True, 'chunk_size_feed_forward': 0, 'is_encoder_decoder': False, 'is_decoder': False, 'cross_attention_hidden_size': None, 'add_cross_attention': False, 'tie_encoder_decoder': False, 'architectures': None, 'finetuning_task': None, 'id2label': {0: 'LABEL_0', 1: 'LABEL_1'}, 'label2id': {'LABEL_0': 0, 'LABEL_1': 1}, 'task_specific_params': None, 'problem_type': None, 'tokenizer_class': None, 'prefix': None, 'bos_token_id': None, 'pad_token_id': None, 'eos_token_id': None, 'sep_token_id': None, 'decoder_start_token_id': None, 'max_length': 20, 'min_length': 0, 'do_sample': False, 'early_stopping': False, 'num_beams': 1, 'temperature': 1.0, 'top_k': 50, 'top_p': 1.0, 'typical_p': 1.0, 'repetition_penalty': 1.0, 'length_penalty': 1.0, 'no_repeat_ngram_size': 0, 'encoder_no_repeat_ngram_size': 0, 'bad_words_ids': None, 'num_return_sequences': 1, 'output_scores': False, 'return_dict_in_generate': False, 'forced_bos_token_id': None, 'forced_eos_token_id': None, 'remove_invalid_values': False, 'exponential_decay_length_penalty': None, 'suppress_tokens': None, 'begin_suppress_tokens': None, 'num_beam_groups': 1, 'diversity_penalty': 0.0, '_name_or_path': '', 'model_type': 'siglip_vision_model', 'vision_use_head': False, 'tf_legacy_loss': False, 'use_bfloat16': False, 'hidden_size': 1152, 'intermediate_size': 4304, 'num_hidden_layers': 27, 'num_attention_heads': 16, 'num_channels': 3, 'patch_size': 14, 'image_size': 896, 'attention_dropout': 0.0, 'layer_norm_eps': 1e-06, 'hidden_act': 'gelu_pytorch_tanh', 'output_attentions': False};256.0;255999.0;256000.0;262144.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
microsoft/Phi-3-medium-4k-instruct;2025-12-10 20:18:50+00:00;14.0;phi3;['Phi3ForCausalLM'];40;5120;40.0;10.0;17920.0;32064;4096.0;default;N/A;10000.0;32000.0;1.0;32000;FALSE;4096.0;40.0;;2047.0;;silu;0.02;1E-05;TRUE;;0.0;;TRUE;FALSE;FALSE;bfloat16;{};0;FALSE;FALSE;;FALSE;FALSE;;{0: 'LABEL_0', 1: 'LABEL_1'};{'LABEL_0': 0, 'LABEL_1': 1};;;;;;;20;0;FALSE;FALSE;1;1.0;50;1.0;1.0;1.0;1.0;0;0;;1;FALSE;FALSE;;;FALSE;;;;1;0.0;microsoft/Phi-3-medium-4k-instruct;4.57.6;;FALSE;FALSE;FALSE;14.0;;;;;;;0.0;0.0;;;;;;;;;;;;;;1.0;FALSE;;;;;;;;;;;;;;;;;;;{'AutoConfig': 'configuration_phi3.Phi3Config', 'AutoModelForCausalLM': 'modeling_phi3.Phi3ForCausalLM'};;;;;;;;;;;;;;;;;;;;;;;;4096.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
unsloth/gpt-oss-20b-BF16;2025-08-05 22:00:47+00:00;21.0;gpt_oss;['GptOssForCausalLM'];24;2880;64.0;8.0;2880.0;201088;131072.0;default;N/A;150000.0;199999.0;;200002;FALSE;131072.0;24.0;;128.0;;silu;0.02;1E-05;TRUE;{'beta_fast': 32.0, 'beta_slow': 1.0, 'factor': 32.0, 'original_max_position_embeddings': 4096, 'rope_type': 'yarn', 'truncate': False};0.0;['sliding_attention', 'full_attention', 'sliding_attention', 'full_attention', 'sliding_attention', 'full_attention', 'sliding_attention', 'full_attention', 'sliding_attention', 'full_attention', 'sliding_attention', 'full_attention', 'sliding_attention', 'full_attention', 'sliding_attention', 'full_attention', 'sliding_attention', 'full_attention', 'sliding_attention', 'full_attention', 'sliding_attention', 'full_attention', 'sliding_attention', 'full_attention'];TRUE;FALSE;FALSE;bfloat16;{};0;FALSE;FALSE;;FALSE;FALSE;;{0: 'LABEL_0', 1: 'LABEL_1'};{'LABEL_0': 0, 'LABEL_1': 1};;;;;;;20;0;FALSE;FALSE;1;1.0;50;1.0;1.0;1.0;1.0;0;0;;1;FALSE;FALSE;;;FALSE;;;;1;0.0;unsloth/gpt-oss-20b-BF16;4.57.6;;FALSE;FALSE;FALSE;3.6;;;;;;;;;;;;;;;;;;;;64.0;;;TRUE;;;;;4.0;;FALSE;0.9;;;;;;;;32.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.0;4096.0;;7.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
deepseek-ai/deepseek-moe-16b-base;2024-01-12 03:12:15+00:00;16.0;deepseek;['DeepseekForCausalLM'];28;2048;16.0;16.0;10944.0;102400;4096.0;default;N/A;10000.0;;100000.0;100001;FALSE;4096.0;28.0;;;;silu;0.02;1E-06;TRUE;;0.0;;TRUE;FALSE;FALSE;bfloat16;{};0;FALSE;FALSE;;FALSE;FALSE;;{0: 'LABEL_0', 1: 'LABEL_1'};{'LABEL_0': 0, 'LABEL_1': 1};;;;;;;20;0;FALSE;FALSE;1;1.0;50;1.0;1.0;1.0;1.0;0;0;;1;FALSE;FALSE;;;FALSE;;;;1;0.0;deepseek-ai/deepseek-moe-16b-base;4.57.6;;FALSE;FALSE;FALSE;2.8;;;;;;;;;;;;;;;;;;;;;;;FALSE;;;1.0;;6.0;;;;FALSE;;;;;;;;;;{'AutoConfig': 'configuration_deepseek.DeepseekConfig', 'AutoModel': 'modeling_deepseek.DeepseekModel', 'AutoModelForCausalLM': 'modeling_deepseek.DeepseekForCausalLM'};;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1408.0;2.0;64.0;1.0;1.0;softmax;1;TRUE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
upstage/solar-pro-preview-instruct;2024-09-20 01:37:09+00:00;22.1;solar;['SolarForCausalLM'];64;5120;40.0;10.0;17920.0;32128;4096.0;default;N/A;10000.0;;1.0;32007;FALSE;4096.0;64.0;;2047.0;;silu;0.02;1E-05;TRUE;;0.0;;TRUE;FALSE;FALSE;bfloat16;{};0;FALSE;FALSE;;FALSE;FALSE;;{0: 'LABEL_0', 1: 'LABEL_1'};{'LABEL_0': 0, 'LABEL_1': 1};;;;;;;20;0;FALSE;FALSE;1;1.0;50;1.0;1.0;1.0;1.0;0;0;;1;FALSE;FALSE;;;FALSE;;;;1;0.0;upstage/solar-pro-preview-instruct;4.57.6;;FALSE;FALSE;FALSE;22.1;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;;1.0;;;;;;;;;;;;;;;;{'AutoConfig': 'configuration_solar.SolarConfig', 'AutoModelForCausalLM': 'modeling_solar.SolarForCausalLM'};;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[12, 20, 32, 44];[20, 32];[16, 24, 36, 48];[28, 40];[0.9, 0.8];;;;;;;;;;;;;;;;;;;;;;;;;;;
Qwen/Qwen1.5-MoE-A2.7B-Chat;2024-04-30 07:45:42+00:00;14.3;qwen2_moe;['Qwen2MoeForCausalLM'];24;2048;16.0;16.0;5632.0;151936;32768.0;default;N/A;1000000.0;;151643.0;151645;FALSE;32768.0;24.0;FALSE;;21.0;silu;0.02;1E-06;TRUE;;0.0;;TRUE;FALSE;FALSE;bfloat16;{};0;FALSE;FALSE;;FALSE;FALSE;;{0: 'LABEL_0', 1: 'LABEL_1'};{'LABEL_0': 0, 'LABEL_1': 1};;;;;;;20;0;FALSE;FALSE;1;1.0;50;1.0;1.0;1.0;1.0;0;0;;1;FALSE;FALSE;;;FALSE;;;;1;0.0;Qwen/Qwen1.5-MoE-A2.7B-Chat;4.57.6;;FALSE;FALSE;FALSE;2.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.0;60.0;FALSE;1;FALSE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1408.0;;;;;;;;;;;;;1.0;5632.0;[];TRUE;;;;;;;;;;;;;;;;;;;;;;;
internlm/internlm2_5-20b-chat;2025-03-13 07:04:47+00:00;20.0;internlm2;['InternLM2ForCausalLM'];48;6144;48.0;8.0;16384.0;92544;32768.0;eager;N/A;50000000.0;2.0;1.0;2;FALSE;32768.0;48.0;;;;silu;0.02;1E-05;TRUE;{'type': 'dynamic', 'factor': 2.5};;;TRUE;FALSE;FALSE;bfloat16;{};0;FALSE;FALSE;;FALSE;FALSE;;{0: 'LABEL_0', 1: 'LABEL_1'};{'LABEL_0': 0, 'LABEL_1': 1};;;;;;;20;0;FALSE;FALSE;1;1.0;50;1.0;1.0;1.0;1.0;0;0;;1;FALSE;FALSE;;;FALSE;;;;1;0.0;internlm/internlm2_5-20b-chat;4.57.6;;FALSE;FALSE;FALSE;20.0;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;{'AutoConfig': 'configuration_internlm2.InternLM2Config', 'AutoModel': 'modeling_internlm2.InternLM2ForCausalLM', 'AutoModelForCausalLM': 'modeling_internlm2.InternLM2ForCausalLM', 'AutoModelForSequenceClassification': 'modeling_internlm2.InternLM2ForSequenceClassification'};;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;eager;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mistralai/Mistral-Small-Instruct-2409;2025-07-28 17:21:40+00:00;24.0;mistral;['MistralForCausalLM'];56;6144;48.0;8.0;16384.0;32768;32768.0;default;N/A;1000000.0;;1.0;2;FALSE;32768.0;56.0;;;;silu;0.02;1E-05;TRUE;;0.0;;TRUE;FALSE;FALSE;bfloat16;{};0;FALSE;FALSE;;FALSE;FALSE;;{0: 'LABEL_0', 1: 'LABEL_1'};{'LABEL_0': 0, 'LABEL_1': 1};;;;;;;20;0;FALSE;FALSE;1;1.0;50;1.0;1.0;1.0;1.0;0;0;;1;FALSE;FALSE;;;FALSE;;;;1;0.0;mistralai/Mistral-Small-Instruct-2409;4.57.6;;FALSE;FALSE;FALSE;24.0;;;;;;;;;;;;;;;;;;;;128.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mistralai/Mistral-Small-24B-Instruct-2501;2025-07-28 17:26:22+00:00;24.0;mistral;['MistralForCausalLM'];40;5120;32.0;8.0;32768.0;131072;32768.0;default;N/A;100000000.0;;1.0;2;FALSE;32768.0;40.0;;;;silu;0.02;1E-05;TRUE;;0.0;;TRUE;FALSE;FALSE;bfloat16;{};0;FALSE;FALSE;;FALSE;FALSE;;{0: 'LABEL_0', 1: 'LABEL_1'};{'LABEL_0': 0, 'LABEL_1': 1};;;;;;;20;0;FALSE;FALSE;1;1.0;50;1.0;1.0;1.0;1.0;0;0;;1;FALSE;FALSE;;;FALSE;;;;1;0.0;mistralai/Mistral-Small-24B-Instruct-2501;4.57.6;;FALSE;FALSE;FALSE;24.0;;;;;;;;;;;;;;;;;;;;128.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
